Transcript	Gene	log2fc	pvalue	FDR
XM_078022239.1;XM_078022240.1;XM_078022245.1	Pou2f1	-2.4686378081925393	2.320582798458015e-162	1.0810497928165457e-160
XM_021726150.3	Cers5	-3.1175723575010177	4.923358005500904e-162	2.284704242012176e-160
XM_005322565.5	Selenoi	-2.631007720012132	7.235420934683048e-162	3.344712469767521e-160
XM_078025276.1	Exosc10	-4.300732438407845	1.033720566039122e-161	4.760263403534179e-160
XM_078025636.1	Mtfr1l	-5.020229161887056	1.5361942037109862e-161	7.047144326107764e-160
XM_021733423.3	Exosc10	-4.294821050363938	1.9860423868738354e-161	9.076138193093775e-160
XM_040280658.2;XM_013358527.4	Cers5	-3.1159393914590643	2.527903366630298e-161	1.1508663092246043e-159
XM_021734537.3	Nup54	-2.8488507332599147	2.5565228553843325e-161	1.1595037056175205e-159
XM_005319454.4	Hbp1	-2.4065672878779214	3.0111514447116956e-161	1.360565008044732e-159
XM_078022260.1	Dcaf6	-2.594078721466504	3.3999960496285425e-161	1.5305075850369085e-159
XM_005328152.5;XM_040268664.2	LOC101960968	-3.1166752864434586	6.9428391352179035e-161	3.11365610321582e-159
XM_078022262.1	Dcaf6	-2.5913300061672104	8.625500677603349e-161	3.853899354799801e-159
XM_078040242.1	Hbp1	-2.4061042558449195	1.0162972626311584e-160	4.524028444282923e-159
XM_078025637.1	Mtfr1l	-5.213994306750852	1.8539787102580584e-160	8.222498198742289e-159
XM_005324939.5	Cers5	-3.108165368538171	2.369758706946832e-160	1.0471371286321313e-158
XM_005321415.5	Sod2	-2.274124003126265	3.438834700591572e-160	1.5139690207476227e-158
XM_005317624.5	Mtfr1l	-5.096666148610702	3.579965756019248e-160	1.570350672320998e-158
XM_005320511.5	Mavs	-2.782779641739686	6.434302395181405e-160	2.812141108643102e-158
XM_078023985.1	Phkg1	-4.7950212127150795	8.235119697182261e-160	3.586155929001217e-158
XM_013362279.4;XM_021732185.3	Adipor2	-3.379150767219377	9.842714831590256e-160	4.27074330544705e-158
XM_078022261.1	Dcaf6	-2.5623273325270497	1.0267826372919881e-159	4.4391728480620164e-158
XM_005340757.5	Tollip	-3.1179413166947882	1.258665628542576e-159	5.4221871646785745e-158
XM_013364233.4	Mtfr1l	-5.094877404477183	1.5073087997109972e-159	6.4701230227594555e-158
XM_078033365.1;XM_078033366.1;XM_078033367.1	Zxdc	-5.012175666643033	4.755854715436068e-159	2.0341856877162312e-157
XM_040268665.2	LOC101960968	-3.0967300472794697	5.761692092263176e-159	2.455665860174153e-157
XM_040281163.2	Adipor2	-3.3434612324564768	1.935879721958614e-158	8.221674338593845e-157
XM_005342403.5	Chmp2a	-6.342203009110824	2.6286162371114323e-158	1.1124414983747291e-156
XM_078039477.1	Pgam5	-4.222041551397232	3.1759888711002173e-158	1.3393757979562637e-156
XM_005329234.4	Cdkn2aip	-3.002140668557999	8.40841955161441e-158	3.533594216463412e-156
XM_021724838.3;XM_021724839.3;XM_078050127.1;XM_021724840.3;XM_021724841.3;XM_021724842.3	Smoc1	-3.6625580932696815	1.2169852326656753e-157	5.096496693870645e-156
XM_005341263.4	Eef1a1	-1.2732148118339288	1.3432250856792355e-157	5.605632744714837e-156
XM_040275302.2	LOC101974121	-3.841788398684569	1.7271663297841068e-157	7.182979971513903e-156
XM_005325508.5;XM_078030991.1	Hmgb2	-3.5926115343545586	3.8650784934468574e-157	1.601875117680613e-155
XM_005325507.5	Hmgb2	-3.588500026136675	6.765230207985844e-157	2.7846336256774606e-155
XM_021726508.3	Hmgb2	-3.588500026136675	6.765230207985844e-157	2.7846336256774606e-155
XM_005317365.3	LOC101972042	-1.7008382650347982	1.2656580094679114e-156	5.191789629964105e-155
XM_078052516.1	Ttc38	-2.7002056568246617	2.733584208221412e-156	1.1175152584562296e-154
XM_005340302.5	Smim19	-6.411232017785961	3.0084117280182495e-156	1.2256983240356388e-154
