long-eRNA	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
15:36743608-36760214:+	15.487760860694303	-1.4296355510847902	0.8167300997427132	-1.7504381821303694	0.0800427323536315	0.10939173421662972
nw_027521144.1:70905-89408:-	3.3978621972887413	-1.9810084972139115	1.130946759315595	-1.75163727283921	0.07983619918642636	0.10939173421662972
12:117058947-117072107:+	11.987942264472586	-6.923611714222104	4.223572003931475	-1.6392787213707545	0.10115522550227304	0.1359791555932195
nw_027524982.1:409549-424450:-	6.48277660236495	-1.7942024562365126	1.148140490422928	-1.562702884536022	0.11812249562761767	0.15622652647523627
nw_027522124.1:17044-32077:+	11.309949376983099	-1.2746517837983862	0.8379962736611754	-1.5210709448974977	0.1282420348413471	0.1669182040792137
2:84061698-84089159:+	2.7416160340990188	-2.4561167238730786	1.6276647343727515	-1.5089819617057594	0.1313033925571129	0.1682324717138009
nw_027520990.1:732259-744095:-	9.163105706281478	-2.0759544633045355	1.4113571903797473	-1.4708923279343398	0.14132023781279388	0.1782809153946015
nw_027522627.1:23563-40731:-	2.7070681125692473	-2.0447917238689826	1.4192237793008942	-1.440781752456432	0.149646350183883	0.18592425325876374
nw_027522423.1:265558-308518:+	11.849964135076497	-0.8959038064669304	0.7301850440563322	-1.2269544737454432	0.21983970259828178	0.2690575464635687
3:139696122-139765932:-	4.5275386033800755	1.109094932943604	0.9450594353700216	1.1735716204022206	0.24056665404739208	0.29009508282185514
4:55977722-55994023:+	7.533734953470481	0.9139323091069623	0.8003030070151103	1.1419828503652076	0.2534611482709659	0.30121469794520583
8:114402409-114412513:+	4.004067294663379	-0.942913607650755	0.9617452240769078	-0.9804193294079234	0.3268791722308374	0.3829156017561238
7:12273331-12289102:-	4.776273626497499	-0.8161116577738883	0.9141190420678766	-0.892784878354267	0.3719723858122125	0.42960191037466794
11:2864081-2879690:-	1.5368839055567713	-1.4301045194745408	1.751696767413605	-0.8164110056480278	0.41426510413240814	0.47180192415079814
nw_027522888.1:230420-271665:-	22.82300735915598	-0.5692063575867057	0.8658595388795285	-0.6573887934794725	0.510930955512243	0.573922443178136
10:109736215-109747831:+	3.526336922116957	-0.6313496515012096	0.9986651234570372	-0.6321935518441787	0.5272604102895633	0.5842615357262728
16:36785835-36798769:+	9.773518426078077	-0.32441130241224714	0.7318843263031265	-0.4432548843488757	0.6575813844361716	0.7189556469835476
6:199236546-199249708:+	1.5595435946450367	-0.48256316525585374	1.5605623226554783	-0.30922389849494536	0.7571512157919218	0.8169263117754946
nw_027526142.1:59608-87909:+	98.48199301840124	0.20356571074550303	0.7698748076025886	0.26441404334220553	0.7914608914683504	0.8428544558494121
nw_027520960.1:99901-134580:-	26.218719020609726	0.22691524201653065	0.9606170025900905	0.23621822370903708	0.8132633391347946	0.8549691513981175
nw_027520962.1:301953-329575:-	22.659254647567565	-0.1762072207073517	0.9045900068398749	-0.194792358278332	0.8455555049103909	0.877665207628507
1:14553173-14595401:+	13.760819047138753	-0.1488198441559409	0.8299376282022669	-0.17931449195561902	0.857690768338716	0.8791330375471839
nw_027522274.1:392442-410066:+	1.3637577940403685	0.21584069801756214	1.5457537872976626	0.13963459109157475	0.8889487086174938	0.8999233840325246
