Transcript	Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
XM_005333136.5;XM_021731566.3	Kiaa1191	412.9410445292388	-0.6618124327345392	0.21682944247207372	-3.052225865589155	0.002271511079118797	0.007800925092676858
XM_078050059.1	LOC101958852	173.11026380262368	-1.3479464139725272	0.44166429991985645	-3.0519704993523886	0.0022734444320189847	0.0078050240018875
XM_005331374.4	Lmna	244.56446050262184	-1.3819045755681183	0.45281747097086383	-3.051791647096222	0.002274799402537255	0.007807135229918035
XR_013428096.1	LOC144368294	11.757699444257321	2.4453160291690637	0.8013171446671474	3.0516207539585385	0.0022760947665228723	0.0078090405810784715
XM_005332646.5;XM_078041457.1	Tepsin	57.45880117604954	1.3415577374171674	0.43965400373181013	3.051394337433398	0.002277812036571615	0.007812391737916299
XM_078037956.1;XM_078037958.1	LOC144375010	51.32268787121157	-1.3630664043356067	0.44679005624520424	-3.050798434931009	0.0022823373699919886	0.007825368623144452
XM_078032425.1	Got2	687.8857547298593	-1.1626567737620876	0.38122340725546927	-3.049804266040139	0.0022899055069419685	0.007848766438673738
XM_078017809.1	Maip1	136.74261618170308	0.9910929253266777	0.32506925526998304	3.048867000675088	0.0022970615093196507	0.00787073690267045
XM_005326439.4	Ptma	97.23137474973839	1.0111699500828661	0.33175701972015054	3.047923299214063	0.0023042873409157842	0.007891777698985188
XM_005326310.4	Trim14	444.16560435078327	-0.7921348200873607	0.25989786171885026	-3.0478697086945195	0.002304698302424016	0.007891777698985188
XM_078047651.1	Ttc39b	1446.3226000333707	-0.9587854909737383	0.314635219374186	-3.047292330721197	0.002309130213322425	0.007904387978764305
XM_013359464.4;XM_005326868.5	Atrip	161.26608336420864	0.8394917269674167	0.275506883386213	3.0470807721729205	0.0023107560742991933	0.007907387798850628
XM_078035240.1	Gyg2	235.27000722913363	0.88388137143988	0.2902982273048496	3.0447356831831205	0.002328848813475081	0.007966716920286025
XM_078038648.1	LOC110597289	230.06401106809744	1.1381504402730307	0.3739486185200205	3.043601136374024	0.00233764850793336	0.007994227474456063
XM_078020871.1	Haus3	144.35428066618672	0.7825033864256005	0.2571401965970023	3.0431002106293117	0.0023415434349784185	0.008004952442975475
XM_078032876.1	Tcf25	263.9713888670262	0.8352416905189721	0.2745878003760959	3.041801891325699	0.002351666139689413	0.00803695425128711
XM_005334232.5	C4H11orf52	51.98434878745139	-1.1573423728878485	0.38051459737422316	-3.0415189873770903	0.0023538771885412524	0.008041905550229992
XM_005322770.5	Trmt5	82.0632751310933	0.9657746984638378	0.3176651498362249	3.0402286777814673	0.002363985821951219	0.008073826617541392
XM_005339684.5;XM_013364912.4	Trmt13	115.28975892350468	-1.304348038342229	0.42913903339948445	-3.039453269980255	0.0023700796798777897	0.00809201961900022
XM_013364231.4;XM_078043587.1;XM_078043586.1	Kpna4	1978.8784980412029	0.6942075850557556	0.22842339234228373	3.0391265007373325	0.002372652033852189	0.008098181480796052
XM_013356942.4	Epop	15.97459298474648	1.6110053019406096	0.5304458802768606	3.0370776017711036	0.0023888394779852068	0.008150794467252242
XM_005318342.5	Ddx28	13.493919136505243	1.8376360180273108	0.6052905049388598	3.0359571198179123	0.0023977346123197404	0.008178499890065716
XM_005327007.5	Nudt16	18.473012766073794	2.016319930223314	0.6648733685980508	3.0326375298726704	0.0024242660095187742	0.00826632398203719
XM_078034866.1;XM_078034885.1	Pnpla6	422.57985645114223	0.7237435253338766	0.23867180963678178	3.0323795945373364	0.0024263387331274542	0.008270718460256751
XR_005730466.2	LOC120887294	18.22352557409297	-1.5058676259391814	0.4967026685740768	-3.0317284790560786	0.0024315782011360494	0.00828470702493041
XM_005325699.4	Ccnl1	647.7320164198245	0.8292304607739983	0.27352226018208725	3.031674497797616	0.0024320130479819416	0.00828470702493041
XM_078051592.1;XM_078051593.1	Asxl1	1110.8789792923876	-0.632497483810229	0.20866266391103414	-3.0311962473550227	0.0024358687112651426	0.008295162977355473
XM_005328554.4	Cct6a	373.6545389165392	-1.142015229049716	0.3768067293715399	-3.03077185206972	0.0024392948772646	0.008303452028705603
XM_078051900.1	Zfp64	87.15637705995914	-0.9118689652599993	0.30087736228177325	-3.0306998118589896	0.002439876899430082	0.008303452028705603
XM_005342275.5	Tfpt	46.06978612112261	-1.2327160957712422	0.4067603837249888	-3.030570687544348	0.002440920429500901	0.008304324582790875
XM_005330032.5	Slc35c1	66.0864000089751	-1.0197228402768799	0.3365065871188905	-3.030320591960964	0.002442942761820987	0.008308525511673569
XM_040278448.2;XM_021725590.3;XM_040278554.2;XM_040278528.2;XM_078034905.1;XM_078034904.1;XM_021725592.3	Znf41	187.1940549925123	0.7441387219989359	0.2455961679451685	3.0299280653477925	0.0024461199173714276	0.00831665005745039
XM_005330480.5	Cyp27a1	714.6183085072759	-1.606540494963009	0.5302435193579839	-3.029816369860022	0.0024470246843355864	0.008317045882648337
XM_040271655.2	Myo10	505.14826358480667	-0.9822338116530506	0.32419973844158084	-3.0297180879127827	0.0024478210508775016	0.008317073135831769
XM_078023772.1	Taf6	20.7075038680478	-1.3838092601529621	0.4569180580992235	-3.0285720505545366	0.0024571247740865654	0.008345996898458875
XM_078052503.1;XM_078052506.1	Crebrf	1212.7676867795185	0.932477660317471	0.307911807128976	3.028392022417254	0.00245858920995071	0.008348283284512389
XR_013436834.1;XM_013365183.4	Cep19	87.4754636468294	-0.9199587724246502	0.3038009767026953	-3.0281626557275265	0.002460456146413337	0.008349248100566324
XM_005337359.4	Slc25a11	54.93768260640928	0.9977535937919509	0.3294835251053904	3.0282351552260587	0.0024598658945884943	0.008349248100566324
XM_005331734.4	Nemf	1086.11430095304	0.690648631085675	0.22810282308625035	3.0277951922783815	0.002463449829308078	0.008356718874340908
XM_078048107.1;XM_078048102.1;XM_078048101.1;XM_078048104.1;XM_078048103.1	LOC101974735	870.9871908093179	-1.3483665795737276	0.4455465368742245	-3.026320413201561	0.00247549824767771	0.00839489119672126
XM_078047487.1	C4H9orf40	28.098671469997353	1.253202398434171	0.4141363450930581	3.0260623422283097	0.002477612129915292	0.00839935988772697
XM_040274365.2;XM_013360546.4	Tp53inp2	235.50007733254094	0.7075047771681939	0.23383075670683368	3.0257130718489322	0.0024804756647826944	0.00840636629086329
