Transcript	Gene	log2fc	pvalue	FDR
XM_078044768.1	Pttg1ip	-0.955875368780042	3.255923202952088e-92	2.640075359208876e-90
XM_040269663.2	Pfkfb4	-1.5849910680784176	9.595515882159861e-92	7.7438528881072195e-90
XM_078022508.1	Uchl5	-3.4118492115431236	9.979280381250448e-92	8.015751551305817e-90
XM_005321539.4	Appbp2	-1.218167090997007	1.0187618464677903e-91	8.144858145428703e-90
XM_005319542.5;XM_021722472.3;XM_040273800.2	Pik3r1	-1.4848383682392274	1.3667706304101463e-91	1.0876315681714974e-89
XM_005318744.5	Pim1	-1.9796769609310707	1.958613124421013e-91	1.5513848123018108e-89
XM_078037734.1	LOC101976365	-1.7303412251094055	2.962070596428826e-91	2.33539473890787e-89
XM_078019106.1	Rps12	0.9310485741599552	3.0140789807112566e-91	2.365498957843527e-89
XR_013439035.1	LOC144377847	-1.5380311048357649	6.512267773572298e-91	5.087597686668879e-89
XM_078016858.1	Pabpc1	1.1758270871057093	1.575272062196207e-90	1.2250604414597685e-88
XM_078016859.1;XM_078016860.1	Pabpc1	1.1743109343497706	2.1129595322698422e-90	1.635774870479852e-88
XM_005329977.5	Psmc3	-1.9706239365667395	4.777418797188482e-90	3.681840459508907e-88
XM_005338884.5	Hacd2	-2.293515284135374	2.6599657153756524e-89	2.040778180464665e-87
XM_078049811.1	Ivd	-1.36452946747072	1.1928599170167983e-88	9.111000142964465e-87
XM_005323774.5	Il4r	-1.5350419559572526	1.7984379928932115e-88	1.3675322497959981e-86
XM_078046019.1;XM_078046018.1	Psmc3	-1.948099837119139	1.841327811760364e-88	1.3939503332481447e-86
XM_078022507.1	Uchl5	-3.3572976217940482	4.1917824011847735e-88	3.145491451836416e-86
XM_078022506.1	Uchl5	-3.3572976217940482	4.1917824011847735e-88	3.145491451836416e-86
XM_005319587.4	Zswim6	-1.2858335167991772	1.1879605902513346e-87	8.875466261401784e-86
XR_013426449.1	Uchl5	-3.3354738225219607	1.2479106966403232e-86	9.282827873399691e-85
XM_005341328.5	Txnip	1.0463621196572286	1.6124210659949174e-86	1.1942386155024692e-84
XM_078046258.1	Cd59	-1.469976607407484	3.926049564774026e-86	2.8952923277465005e-84
XR_013426450.1	Uchl5	-3.324423886192915	6.83360090373739e-86	4.996413583847993e-84
XM_078022509.1	Uchl5	-3.324423886192915	6.83360090373739e-86	4.996413583847993e-84
XM_021723373.3	Lhpp	-1.5954088075735986	1.2739801703392462e-85	9.275117759291133e-84
XM_078030431.1	Cidea	-2.147347557970353	3.3691564925163926e-85	2.4424956962060578e-83
XM_078020269.1	LOC101955638	0.7484106007090587	3.600604173054282e-85	2.5992715948010844e-83
XM_078024618.1	Lhpp	-1.6010086795626228	3.682882933798954e-85	2.6474976518641305e-83
XM_021724779.3	Ppp2r5e	-1.652275917592739	3.900393954687432e-85	2.7921272037969573e-83
XR_013434791.1	Fbxo21	-1.422102894435067	4.620059385343004e-85	3.293524834326394e-83
XM_005338306.5	Lpcat3	-1.5637566588408052	5.492133797617087e-85	3.89895921756974e-83
XM_078039108.1;XM_078039107.1	Fbxo21	-1.4216193675836812	5.753315896207271e-85	4.067499242488025e-83
XM_005316767.4	Arih1	-1.4367080506333159	9.353993817588047e-85	6.585904536012917e-83
XR_013438272.1	LOC101959125	-1.4365331685222233	1.3272133361126043e-84	9.306267609651863e-83
XM_005326406.4	LOC101973439	-1.5122975684986055	1.7132327201171466e-84	1.1915324637595227e-82
XM_078039720.1	Egfr	-2.1466236605911564	1.7131884502323443e-84	1.1915324637595227e-82
XM_021724780.3	Ppp2r5e	-1.6303401643148516	3.7082069185016965e-84	2.5685713428601428e-82
XM_021727869.3	Eci2	-1.4589863155578109	4.0877324871787573e-84	2.820040932384732e-82
XM_005327497.5	Eci2	-1.4581800499966675	4.8722971655741225e-84	3.3477964741288214e-82
XM_078030430.1	Cidea	-2.125094906149253	6.948772600810404e-84	4.7554620170906074e-82
XM_021719833.3	Rnf185	-1.3198164601264815	1.3441506806369e-83	9.162180874508656e-82
XR_013438382.1;XR_013438383.1	LOC144377409	-1.9891433148791156	2.3404010408518546e-83	1.5889651352354913e-81
XM_078022490.1;XM_078022487.1	Prg4	-1.6533933720874994	2.7889502440819197e-83	1.886013823161959e-81
XM_078022485.1	Prg4	-1.6546087584042257	5.858066110394351e-83	3.945891853651061e-81
XM_078022522.1	LOC101966045	1.6157173405053142	6.156212625189731e-83	4.1304565413478865e-81
XM_040284311.2;XM_021730624.3;XM_078045992.1;XM_040284309.2;XM_040284308.2;XM_078045991.1;XM_078045989.1;XM_040284306.2;XM_021730623.3;XM_040284305.2;XM_021730622.3	Ctnnd1	-1.9192957955431031	7.311726147215438e-83	4.886575103621443e-81
XM_021721417.3	Il1rap	-2.61055251811496	7.720796800287336e-83	5.13988764420685e-81
XM_005321204.5;XM_013356867.4	Psen1	-1.4018521912752102	9.115105527079574e-83	6.044586839643582e-81
XM_078022489.1;XM_078022488.1	Prg4	-1.6463548215825912	1.3174333720234695e-82	8.702690178358895e-81
XM_078032022.1	LOC101957844	-1.2285374680591978	1.364245163296487e-82	8.977257884169075e-81
